Timestep,Episode,Reward,Length,Success,Success_Rate,Best_Reward,Stage
200,1,-16.575818,50,0.0,0.0,-16.575818,0_random
400,2,-18.505893,50,0.0,0.0,-16.575818,0_random
600,3,-29.810433,50,0.0,0.0,-16.575818,0_random
800,4,-22.733415,50,0.0,0.0,-16.575818,0_random
1000,5,-18.554084,50,0.0,0.0,-16.575818,0_random
1200,6,-20.737354,50,0.0,0.0,-16.575818,0_random
1400,7,-8.013314,50,0.0,0.0,-8.013314,0_random
1600,8,-14.139914,50,0.0,0.0,-8.013314,0_random
1800,9,-23.045637,50,0.0,0.0,-8.013314,0_random
2000,10,-8.056193,50,0.0,0.0,-8.013314,0_random
2200,11,-18.365243,50,0.0,0.0,-8.013314,0_random
2400,12,-18.711385,50,0.0,0.0,-8.013314,0_random
2600,13,-17.493374,50,0.0,0.0,-8.013314,0_random
2800,14,-17.37671,50,0.0,0.0,-8.013314,0_random
3000,15,-23.206485,50,0.0,0.0,-8.013314,0_random
3200,16,-28.363419,50,0.0,0.0,-8.013314,0_random
3400,17,-19.966194,50,0.0,0.0,-8.013314,0_random
3600,18,-10.266041,50,0.0,0.0,-8.013314,0_random
3800,19,-18.987579,50,0.0,0.0,-8.013314,0_random
4000,20,-29.891196,50,0.0,0.0,-8.013314,0_random
4200,21,-20.425894,50,0.0,0.0,-8.013314,0_random
4400,22,-26.147116,50,0.0,0.0,-8.013314,0_random
4600,23,-17.205548,50,0.0,0.0,-8.013314,0_random
4800,24,-25.516189,50,0.0,0.0,-8.013314,0_random
5000,25,-19.328119,50,0.0,0.0,-8.013314,0_random
5200,26,-23.468116,50,0.0,0.0,-8.013314,0_random
5400,27,-30.444522,50,0.0,0.0,-8.013314,0_random
5600,28,-10.229299,50,0.0,0.0,-8.013314,0_random
5800,29,-24.844317,50,0.0,0.0,-8.013314,0_random
6000,30,-19.736267,50,0.0,0.0,-8.013314,0_random
6200,31,-28.659218,50,0.0,0.0,-8.013314,0_random
6400,32,-22.983316,50,0.0,0.0,-8.013314,0_random
6600,33,-23.573551,50,0.0,0.0,-8.013314,0_random
6800,34,-16.894024,50,0.0,0.0,-8.013314,0_random
7000,35,-22.427299,50,0.0,0.0,-8.013314,0_random
7200,36,-24.758022,50,0.0,0.0,-8.013314,0_random
7400,37,-23.455504,50,0.0,0.0,-8.013314,0_random
7600,38,-16.76528,50,0.0,0.0,-8.013314,0_random
7800,39,-21.239405,50,0.0,0.0,-8.013314,0_random
8000,40,-29.713558,50,0.0,0.0,-8.013314,0_random
8200,41,-24.954279,50,0.0,0.0,-8.013314,0_random
8400,42,-19.419917,50,0.0,0.0,-8.013314,0_random
8600,43,-14.1748,50,0.0,0.0,-8.013314,0_random
8800,44,-25.415848,50,0.0,0.0,-8.013314,0_random
9000,45,-26.497459,50,0.0,0.0,-8.013314,0_random
9200,46,-13.158386,50,0.0,0.0,-8.013314,0_random
9400,47,-17.60631,50,0.0,0.0,-8.013314,0_random
9600,48,-10.387137,50,0.0,0.0,-8.013314,0_random
9800,49,-18.997894,50,0.0,0.0,-8.013314,0_random
10000,50,-27.080343,50,0.0,0.0,-8.013314,0_random
10200,51,-22.068713,50,0.0,0.0,-8.013314,0_random
10400,52,-31.920092,50,0.0,0.0,-8.013314,0_random
10600,53,-25.107199,50,0.0,0.0,-8.013314,0_random
10800,54,-26.740128,50,0.0,0.0,-8.013314,0_random
11000,55,-16.800808,50,0.0,0.0,-8.013314,0_random
11200,56,-20.688824,50,0.0,0.0,-8.013314,0_random
11400,57,-23.323038,50,0.0,0.0,-8.013314,0_random
11600,58,-28.514366,50,0.0,0.0,-8.013314,0_random
11800,59,-11.304768,50,0.0,0.0,-8.013314,0_random
12000,60,-31.646937,50,0.0,0.0,-8.013314,0_random
12200,61,-19.891854,50,0.0,0.0,-8.013314,0_random
12400,62,-20.9902,50,0.0,0.0,-8.013314,0_random
12600,63,-18.345265,50,0.0,0.0,-8.013314,0_random
12800,64,-30.589135,50,0.0,0.0,-8.013314,0_random
13000,65,-19.866387,50,0.0,0.0,-8.013314,0_random
13200,66,-22.027513,50,0.0,0.0,-8.013314,0_random
13400,67,-33.149871,50,0.0,0.0,-8.013314,0_random
13600,68,-18.277677,50,0.0,0.0,-8.013314,0_random
13800,69,-23.09437,50,0.0,0.0,-8.013314,0_random
14000,70,-28.509406,50,0.0,0.0,-8.013314,0_random
14200,71,-13.934818,50,0.0,0.0,-8.013314,0_random
14400,72,-21.265627,50,0.0,0.0,-8.013314,0_random
14600,73,-25.908133,50,0.0,0.0,-8.013314,0_random
14800,74,-25.72716,50,0.0,0.0,-8.013314,0_random
15000,75,-25.10207,50,0.0,0.0,-8.013314,0_random
15200,76,-20.327551,50,0.0,0.0,-8.013314,0_random
15400,77,-30.885127,50,0.0,0.0,-8.013314,0_random
15600,78,-25.342938,50,0.0,0.0,-8.013314,0_random
15800,79,-8.50124,50,0.0,0.0,-8.013314,0_random
16000,80,-23.675245,50,0.0,0.0,-8.013314,0_random
16200,81,-15.512912,50,0.0,0.0,-8.013314,0_random
16400,82,-24.131906,50,0.0,0.0,-8.013314,0_random
16600,83,-20.752088,50,0.0,0.0,-8.013314,0_random
16800,84,-10.223852,50,0.0,0.0,-8.013314,0_random
17000,85,-23.876998,50,0.0,0.0,-8.013314,0_random
17200,86,-21.008244,50,0.0,0.0,-8.013314,0_random
17400,87,-20.125922,50,0.0,0.0,-8.013314,0_random
17600,88,-22.273739,50,0.0,0.0,-8.013314,0_random
17800,89,-16.67724,50,0.0,0.0,-8.013314,0_random
18000,90,-24.586759,50,0.0,0.0,-8.013314,0_random
18200,91,-12.746496,50,0.0,0.0,-8.013314,0_random
18400,92,-15.325268,50,0.0,0.0,-8.013314,0_random
18600,93,-20.076215,50,0.0,0.0,-8.013314,0_random
18800,94,-15.947636,50,0.0,0.0,-8.013314,0_random
19000,95,-23.543324,50,0.0,0.0,-8.013314,0_random
19200,96,-18.83448,50,0.0,0.0,-8.013314,0_random
19400,97,-18.039214,50,0.0,0.0,-8.013314,0_random
19600,98,-19.716261,50,0.0,0.0,-8.013314,0_random
19800,99,-22.221226,50,0.0,0.0,-8.013314,0_random
20000,100,-28.694709,50,0.0,0.0,-8.013314,0_random
20200,101,-12.490347,50,0.0,0.0,-8.013314,0_random
20400,102,-15.338006,50,0.0,0.0,-8.013314,0_random
20600,103,-24.730733,50,0.0,0.0,-8.013314,0_random
20800,104,-9.838066,50,0.0,0.0,-8.013314,0_random
21000,105,-17.402385,50,0.0,0.0,-8.013314,0_random
21200,106,-26.440361,50,0.0,0.0,-8.013314,0_random
21400,107,-26.463342,50,0.0,0.0,-8.013314,0_random
21600,108,-18.209864,50,0.0,0.0,-8.013314,0_random
21800,109,-29.940211,50,0.0,0.0,-8.013314,0_random
22000,110,-25.750223,50,0.0,0.0,-8.013314,0_random
22200,111,-31.688898,50,0.0,0.0,-8.013314,0_random
22400,112,-23.148493,50,0.0,0.0,-8.013314,0_random
22600,113,-11.440743,50,0.0,0.0,-8.013314,0_random
22800,114,-28.633496,50,0.0,0.0,-8.013314,0_random
23000,115,-22.328047,50,0.0,0.0,-8.013314,0_random
23200,116,-14.09981,50,0.0,0.0,-8.013314,0_random
23400,117,-24.802067,50,0.0,0.0,-8.013314,0_random
23600,118,-28.573392,50,0.0,0.0,-8.013314,0_random
23800,119,-13.516198,50,0.0,0.0,-8.013314,0_random
24000,120,-14.424909,50,0.0,0.0,-8.013314,0_random
24200,121,-20.336769,50,0.0,0.0,-8.013314,0_random
24400,122,-17.837427,50,0.0,0.0,-8.013314,0_random
24600,123,-24.885506,50,0.0,0.0,-8.013314,0_random
24800,124,-13.223403,50,0.0,0.0,-8.013314,0_random
25000,125,-28.469584,50,0.0,0.0,-8.013314,0_random
25200,126,-20.924205,50,0.0,0.0,-8.013314,0_random
25400,127,-14.883157,50,0.0,0.0,-8.013314,0_random
25600,128,-15.099754,50,0.0,0.0,-8.013314,0_random
25800,129,-15.48099,50,0.0,0.0,-8.013314,0_random
26000,130,-23.130906,50,0.0,0.0,-8.013314,0_random
26200,131,-24.190793,50,0.0,0.0,-8.013314,0_random
26400,132,-16.314045,50,0.0,0.0,-8.013314,0_random
26600,133,-15.808093,50,0.0,0.0,-8.013314,0_random
26800,134,-29.023696,50,0.0,0.0,-8.013314,0_random
27000,135,-15.141751,50,0.0,0.0,-8.013314,0_random
27200,136,-25.47802,50,0.0,0.0,-8.013314,0_random
27400,137,-29.920089,50,0.0,0.0,-8.013314,0_random
27600,138,-25.690055,50,0.0,0.0,-8.013314,0_random
27800,139,-17.615945,50,0.0,0.0,-8.013314,0_random
28000,140,-17.520062,50,0.0,0.0,-8.013314,0_random
28200,141,-25.799769,50,0.0,0.0,-8.013314,0_random
28400,142,-9.256111,50,0.0,0.0,-8.013314,0_random
28600,143,-26.581726,50,0.0,0.0,-8.013314,0_random
28800,144,-7.479012,50,0.0,0.0,-7.479012,0_random
29000,145,-20.618555,50,0.0,0.0,-7.479012,0_random
29200,146,-19.265104,50,0.0,0.0,-7.479012,0_random
29400,147,-9.750897,50,0.0,0.0,-7.479012,0_random
29600,148,-18.561018,50,0.0,0.0,-7.479012,0_random
29800,149,-19.24664,50,0.0,0.0,-7.479012,0_random
30000,150,-16.817126,50,0.0,0.0,-7.479012,0_random
30200,151,-27.472648,50,0.0,0.0,-7.479012,0_random
30400,152,-20.233222,50,0.0,0.0,-7.479012,0_random
30600,153,-26.599682,50,0.0,0.0,-7.479012,0_random
30800,154,-21.351348,50,0.0,0.0,-7.479012,0_random
31000,155,-25.543819,50,0.0,0.0,-7.479012,0_random
31200,156,-19.76071,50,0.0,0.0,-7.479012,0_random
31400,157,-14.496859,50,0.0,0.0,-7.479012,0_random
31600,158,-12.970978,50,0.0,0.0,-7.479012,0_random
31800,159,-22.423228,50,0.0,0.0,-7.479012,0_random
32000,160,-9.80296,50,0.0,0.0,-7.479012,0_random
32200,161,-21.808935,50,0.0,0.0,-7.479012,0_random
32400,162,-10.17488,50,0.0,0.0,-7.479012,0_random
32600,163,-17.241075,50,0.0,0.0,-7.479012,0_random
32800,164,-21.272396,50,0.0,0.0,-7.479012,0_random
33000,165,-20.723323,50,0.0,0.0,-7.479012,0_random
33200,166,-33.00242,50,0.0,0.0,-7.479012,0_random
33400,167,-24.416585,50,0.0,0.0,-7.479012,0_random
33600,168,-22.858531,50,0.0,0.0,-7.479012,0_random
33800,169,-21.48861,50,0.0,0.0,-7.479012,0_random
34000,170,-22.208721,50,0.0,0.0,-7.479012,0_random
34200,171,-20.949629,50,0.0,0.0,-7.479012,0_random
34400,172,-16.853842,50,0.0,0.0,-7.479012,0_random
34600,173,-16.727162,50,0.0,0.0,-7.479012,0_random
34800,174,-21.896442,50,0.0,0.0,-7.479012,0_random
35000,175,-15.748403,50,0.0,0.0,-7.479012,0_random
35200,176,-16.63929,50,0.0,0.0,-7.479012,0_random
35400,177,-32.540508,50,0.0,0.0,-7.479012,0_random
35600,178,-10.48153,50,0.0,0.0,-7.479012,0_random
35800,179,-10.409681,50,0.0,0.0,-7.479012,0_random
36000,180,-21.429331,50,0.0,0.0,-7.479012,0_random
36200,181,-24.942405,50,0.0,0.0,-7.479012,0_random
36400,182,-14.046274,50,0.0,0.0,-7.479012,0_random
36600,183,-7.617135,50,0.0,0.0,-7.479012,0_random
36800,184,-27.62879,50,0.0,0.0,-7.479012,0_random
37000,185,-19.735824,50,0.0,0.0,-7.479012,0_random
37200,186,-13.529846,50,0.0,0.0,-7.479012,0_random
37400,187,-27.836824,50,0.0,0.0,-7.479012,0_random
37600,188,-10.205611,50,0.0,0.0,-7.479012,0_random
37800,189,-17.032619,50,0.0,0.0,-7.479012,0_random
38000,190,-30.379146,50,0.0,0.0,-7.479012,0_random
38200,191,-23.70456,50,0.0,0.0,-7.479012,0_random
38400,192,-31.540195,50,0.0,0.0,-7.479012,0_random
38600,193,-13.45551,50,0.0,0.0,-7.479012,0_random
38800,194,-29.768953,50,0.0,0.0,-7.479012,0_random
39000,195,-13.390751,50,0.0,0.0,-7.479012,0_random
39200,196,-24.093244,50,0.0,0.0,-7.479012,0_random
39400,197,-24.721383,50,0.0,0.0,-7.479012,0_random
39600,198,-19.549516,50,0.0,0.0,-7.479012,0_random
39800,199,-13.70532,50,0.0,0.0,-7.479012,0_random
40000,200,-21.42209,50,0.0,0.0,-7.479012,0_random
40200,201,-8.650493,50,0.0,0.0,-7.479012,0_random
40400,202,-22.810138,50,0.0,0.0,-7.479012,0_random
40600,203,-33.045909,50,0.0,0.0,-7.479012,0_random
40800,204,-24.143275,50,0.0,0.0,-7.479012,0_random
41000,205,-19.222597,50,0.0,0.0,-7.479012,0_random
41200,206,-15.210648,50,0.0,0.0,-7.479012,0_random
41400,207,-29.012814,50,0.0,0.0,-7.479012,0_random
41600,208,-23.093474,50,0.0,0.0,-7.479012,0_random
41800,209,-25.296679,50,0.0,0.0,-7.479012,0_random
42000,210,-11.53499,50,0.0,0.0,-7.479012,0_random
42200,211,-29.792311,50,0.0,0.0,-7.479012,0_random
42400,212,-9.966451,50,0.0,0.0,-7.479012,0_random
42600,213,-19.487351,50,0.0,0.0,-7.479012,0_random
42800,214,-30.895776,50,0.0,0.0,-7.479012,0_random
43000,215,-23.707371,50,0.0,0.0,-7.479012,0_random
43200,216,-25.260578,50,0.0,0.0,-7.479012,0_random
43400,217,-18.103308,50,0.0,0.0,-7.479012,0_random
43600,218,-23.081041,50,0.0,0.0,-7.479012,0_random
43800,219,-22.231106,50,0.0,0.0,-7.479012,0_random
44000,220,-21.743326,50,0.0,0.0,-7.479012,0_random
44200,221,-16.92752,50,0.0,0.0,-7.479012,0_random
44400,222,-22.697839,50,0.0,0.0,-7.479012,0_random
44600,223,-23.314426,50,0.0,0.0,-7.479012,0_random
44800,224,-24.455943,50,0.0,0.0,-7.479012,0_random
45000,225,-15.955462,50,0.0,0.0,-7.479012,0_random
45200,226,-15.855441,50,0.0,0.0,-7.479012,0_random
45400,227,-18.164669,50,0.0,0.0,-7.479012,0_random
45600,228,-19.755367,50,0.0,0.0,-7.479012,0_random
45800,229,-31.393615,50,0.0,0.0,-7.479012,0_random
46000,230,-17.966823,50,0.0,0.0,-7.479012,0_random
46200,231,-21.842108,50,0.0,0.0,-7.479012,0_random
46400,232,-27.465307,50,0.0,0.0,-7.479012,0_random
46600,233,-19.509509,50,0.0,0.0,-7.479012,0_random
46800,234,-22.9615,50,0.0,0.0,-7.479012,0_random
47000,235,-16.466969,50,0.0,0.0,-7.479012,0_random
47200,236,-11.777497,50,0.0,0.0,-7.479012,0_random
47400,237,-18.547259,50,0.0,0.0,-7.479012,0_random
47600,238,-21.487848,50,0.0,0.0,-7.479012,0_random
47800,239,-24.488845,50,0.0,0.0,-7.479012,0_random
48000,240,-24.853555,50,0.0,0.0,-7.479012,0_random
48200,241,-16.788588,50,0.0,0.0,-7.479012,0_random
48400,242,-17.880423,50,0.0,0.0,-7.479012,0_random
48600,243,-30.532409,50,0.0,0.0,-7.479012,0_random
48800,244,-10.975813,50,0.0,0.0,-7.479012,0_random
49000,245,-23.640501,50,0.0,0.0,-7.479012,0_random
49200,246,-20.855266,50,0.0,0.0,-7.479012,0_random
49400,247,-22.717085,50,0.0,0.0,-7.479012,0_random
49600,248,-18.641491,50,0.0,0.0,-7.479012,0_random
49800,249,-21.73343,50,0.0,0.0,-7.479012,0_random
50000,250,-21.950556,50,0.0,0.0,-7.479012,0_random
50200,251,-27.342187,50,0.0,0.0,-7.479012,0_random
50400,252,-18.081082,50,0.0,0.0,-7.479012,0_random
50600,253,-27.015952,50,0.0,0.0,-7.479012,0_random
50800,254,-13.221425,50,0.0,0.0,-7.479012,0_random
51000,255,-19.434705,50,0.0,0.0,-7.479012,0_random
51200,256,-18.19345,50,0.0,0.0,-7.479012,0_random
51400,257,-21.562938,50,0.0,0.0,-7.479012,0_random
51600,258,-17.611523,50,0.0,0.0,-7.479012,0_random
51800,259,-21.994995,50,0.0,0.0,-7.479012,0_random
52000,260,-24.581881,50,0.0,0.0,-7.479012,0_random
52200,261,-24.532115,50,0.0,0.0,-7.479012,0_random
52400,262,-22.962002,50,0.0,0.0,-7.479012,0_random
52600,263,-19.412505,50,0.0,0.0,-7.479012,0_random
52800,264,-18.221265,50,0.0,0.0,-7.479012,0_random
53000,265,-13.061743,50,0.0,0.0,-7.479012,0_random
53200,266,-30.231103,50,0.0,0.0,-7.479012,0_random
53400,267,-22.544942,50,0.0,0.0,-7.479012,0_random
53600,268,-29.560973,50,0.0,0.0,-7.479012,0_random
53800,269,-28.495965,50,0.0,0.0,-7.479012,0_random
54000,270,-29.793052,50,0.0,0.0,-7.479012,0_random
54200,271,-22.701375,50,0.0,0.0,-7.479012,0_random
54400,272,-9.373028,50,0.0,0.0,-7.479012,0_random
54600,273,-19.454163,50,0.0,0.0,-7.479012,0_random
54800,274,-33.917381,50,0.0,0.0,-7.479012,0_random
55000,275,-23.780738,50,0.0,0.0,-7.479012,0_random
55200,276,-15.007656,50,0.0,0.0,-7.479012,0_random
55400,277,-21.75287,50,0.0,0.0,-7.479012,0_random
55600,278,-10.844947,50,0.0,0.0,-7.479012,0_random
55800,279,-18.0227,50,0.0,0.0,-7.479012,0_random
56000,280,-12.672567,50,0.0,0.0,-7.479012,0_random
56200,281,-26.730857,50,0.0,0.0,-7.479012,0_random
56400,282,-23.014189,50,0.0,0.0,-7.479012,0_random
56600,283,-22.38626,50,0.0,0.0,-7.479012,0_random
56800,284,-21.996985,50,0.0,0.0,-7.479012,0_random
57000,285,-30.291397,50,0.0,0.0,-7.479012,0_random
57200,286,-24.07525,50,0.0,0.0,-7.479012,0_random
57400,287,-12.728219,50,0.0,0.0,-7.479012,0_random
57600,288,-13.362523,50,0.0,0.0,-7.479012,0_random
57800,289,-27.86215,50,0.0,0.0,-7.479012,0_random
58000,290,-14.511723,50,0.0,0.0,-7.479012,0_random
58200,291,-31.588777,50,0.0,0.0,-7.479012,0_random
58400,292,-15.613958,50,0.0,0.0,-7.479012,0_random
58600,293,-8.232652,50,0.0,0.0,-7.479012,0_random
58800,294,-22.659947,50,0.0,0.0,-7.479012,0_random
59000,295,-25.361717,50,0.0,0.0,-7.479012,0_random
59200,296,-24.947673,50,0.0,0.0,-7.479012,0_random
59400,297,-26.788541,50,0.0,0.0,-7.479012,0_random
59600,298,-19.616764,50,0.0,0.0,-7.479012,0_random
59800,299,-28.347033,50,0.0,0.0,-7.479012,0_random
60000,300,-18.174578,50,0.0,0.0,-7.479012,0_random
60200,301,-21.659675,50,0.0,0.0,-7.479012,0_random
60400,302,-28.702078,50,0.0,0.0,-7.479012,0_random
60600,303,-19.73879,50,0.0,0.0,-7.479012,0_random
60800,304,-24.010582,50,0.0,0.0,-7.479012,0_random
61000,305,-20.238023,50,0.0,0.0,-7.479012,0_random
61200,306,-24.254488,50,0.0,0.0,-7.479012,0_random
61400,307,-18.563911,50,0.0,0.0,-7.479012,0_random
61600,308,-20.573657,50,0.0,0.0,-7.479012,0_random
61800,309,-15.531205,50,0.0,0.0,-7.479012,0_random
62000,310,-20.765584,50,0.0,0.0,-7.479012,0_random
62200,311,-14.028839,50,0.0,0.0,-7.479012,0_random
62400,312,-16.395977,50,0.0,0.0,-7.479012,0_random
62600,313,-21.091384,50,0.0,0.0,-7.479012,0_random
62800,314,-24.45717,50,0.0,0.0,-7.479012,0_random
63000,315,-25.380103,50,0.0,0.0,-7.479012,0_random
63200,316,-13.9264,50,0.0,0.0,-7.479012,0_random
63400,317,-23.829107,50,0.0,0.0,-7.479012,0_random
63600,318,-14.552087,50,0.0,0.0,-7.479012,0_random
63800,319,-31.975021,50,0.0,0.0,-7.479012,0_random
64000,320,-17.43033,50,0.0,0.0,-7.479012,0_random
